indicatorId,geoUnit,year,value,qualifier,magnitude
RESDEN.INHAB.TFTE,CHE,2015,5310.67497,,
RESDEN.INHAB.TFTE,CHE,2017,5257.57173,,
RESDEN.INHAB.TFTE,CHE,2019,5561.84719,,
RESDEN.INHAB.TFTE,CHE,2021,6003.41115,,
RESDEN.INHAB.TFTE,CHE,2023,6107.95842,,
RESDEN.INHAB.TFTE,CHL,2007,334.61639,,
RESDEN.INHAB.TFTE,CHL,2008,355.67666,,
RESDEN.INHAB.TFTE,CHL,2009,287.11073,,
RESDEN.INHAB.TFTE,CHL,2010,318.2091,,
RESDEN.INHAB.TFTE,CHL,2011,352.01898,,
RESDEN.INHAB.TFTE,CHL,2012,389.87508,,
RESDEN.INHAB.TFTE,CHL,2013,334.78846,,
RESDEN.INHAB.TFTE,CHL,2014,426.80476,,
RESDEN.INHAB.TFTE,CHL,2015,455.29183,,
RESDEN.INHAB.TFTE,CHL,2016,495.36438,,
RESDEN.INHAB.TFTE,CHL,2017,494.62971,,
RESDEN.INHAB.TFTE,CHL,2018,523.65457,,
RESDEN.INHAB.TFTE,CHL,2019,507.31033,,
RESDEN.INHAB.TFTE,CHL,2020,515.32026,,
RESDEN.INHAB.TFTE,CHL,2021,638.83802,,
RESDEN.INHAB.TFTE,CHL,2022,707.0557,,
RESDEN.INHAB.TFTE,CHN,1996,447.0994,,
RESDEN.INHAB.TFTE,CHN,1997,476.21305,,
RESDEN.INHAB.TFTE,CHN,1998,389.62565,,
RESDEN.INHAB.TFTE,CHN,1999,422.97614,,
RESDEN.INHAB.TFTE,CHN,2000,549.57477,,
RESDEN.INHAB.TFTE,CHN,2001,582.78825,,
RESDEN.INHAB.TFTE,CHN,2002,631.73478,,
RESDEN.INHAB.TFTE,CHN,2003,667.9285,,
RESDEN.INHAB.TFTE,CHN,2004,713.42588,,
RESDEN.INHAB.TFTE,CHN,2005,856.65892,,
RESDEN.INHAB.TFTE,CHN,2006,931.20148,,
RESDEN.INHAB.TFTE,CHN,2007,1076.73747,,
RESDEN.INHAB.TFTE,CHN,2008,1197.58885,,
RESDEN.INHAB.TFTE,CHN,2009,861.24883,,
RESDEN.INHAB.TFTE,CHN,2010,898.85545,,
RESDEN.INHAB.TFTE,CHN,2011,972.01743,,
RESDEN.INHAB.TFTE,CHN,2012,1028.98334,,
RESDEN.INHAB.TFTE,CHN,2013,1079.63795,,
RESDEN.INHAB.TFTE,CHN,2014,1101.80087,,
RESDEN.INHAB.TFTE,CHN,2015,1162.7108,,
RESDEN.INHAB.TFTE,CHN,2016,1208.86205,,
RESDEN.INHAB.TFTE,CHN,2017,1235.84935,,
RESDEN.INHAB.TFTE,CHN,2018,1317.48914,,
RESDEN.INHAB.TFTE,CHN,2019,1483.85803,,
RESDEN.INHAB.TFTE,CHN,2020,1600.30633,,
RESDEN.INHAB.TFTE,CHN,2021,1685.97511,,
RESDEN.INHAB.TFTE,CHN,2022,1849.23669,,
RESDEN.INHAB.TFTE,CHN,2023,2107.27003,,
RESDEN.INHAB.TFTE,CIV,2005,63.99303,,
RESDEN.INHAB.TFTE,COD,2015,10.10515,,
RESDEN.INHAB.TFTE,COG,1996,50.92475,,
RESDEN.INHAB.TFTE,COG,1997,49.73577,,
RESDEN.INHAB.TFTE,COG,1998,41.31475,,
RESDEN.INHAB.TFTE,COG,1999,36.82931,,
RESDEN.INHAB.TFTE,COG,2000,33.11951,,
RESDEN.INHAB.TFTE,COG,2022,126.96941,,
RESDEN.INHAB.TFTE,COL,2013,58.0547,,
RESDEN.INHAB.TFTE,COL,2014,59.05478,,
RESDEN.INHAB.TFTE,COL,2015,70.66931,,
RESDEN.INHAB.TFTE,COL,2016,91.2603,,
RESDEN.INHAB.TFTE,COL,2017,90.24729,,
RESDEN.INHAB.TFTE,CPV,2001,98.50987,,
RESDEN.INHAB.TFTE,CPV,2002,129.37196,,
RESDEN.INHAB.TFTE,CPV,2011,48.91143,,
RESDEN.INHAB.TFTE,CPV,2014,124.92558,,
RESDEN.INHAB.TFTE,CRI,2003,133.40471,,
RESDEN.INHAB.TFTE,CRI,2004,110.07807,,
RESDEN.INHAB.TFTE,CRI,2005,124.52761,,
RESDEN.INHAB.TFTE,CRI,2008,264.17779,,
RESDEN.INHAB.TFTE,CRI,2009,343.38493,,
RESDEN.INHAB.TFTE,CRI,2010,385.92478,,
RESDEN.INHAB.TFTE,CRI,2011,410.68891,,
RESDEN.INHAB.TFTE,CRI,2012,340.94423,,
RESDEN.INHAB.TFTE,CRI,2013,359.00481,,
RESDEN.INHAB.TFTE,CRI,2014,574.91761,,
